id_article,title,tags,content,url,category,source,author,image,published_date,content_hash
a9dcc18ffdf6,Gerrard rejects chance to return as Rangers boss,,"Following the takeover by a US-based consortium in the summer - led by now-chairman Andrew Cavanagh - Rangers decided Martin was the man to lead the team forward on a three-year-deal. The former Rangers and Scotland defender got Southampton promoted to the Premier League, but was sacked after 13 defeats in their opening 16 Premier League matches the following campaign. The reception from supporters to Martin's appointment was frosty at best and he failed to win them over at any stage of his tortured 123-day tenure. The 39-year-old's final match was a 1-1 draw at Falkirk before the international break, following which he was given a police escort away from the stadium after fans tried to stop the team bus leaving. It took Rangers until late September to win in the league and the club were humiliated 9-1 on aggregate by Club Brugge in the Champions League play-offs. Martin left with the club 11 points behind leaders Hearts and nine behind Celtic, having earned just five victories in all competitions. Rangers' search for a replacement quickly alighted upon Gerrard, who was of interest to club's American owners in the summer, before a number of issues resulted in him withdrawing from the running. In a podcast recorded prior to Martin's sacking but released on Wednesday - Gerrard told former England team-mate Rio Ferdinand that he was keen to return to management. In that interview, Gerrard also said he wanted ""to be at a team that's going to compete to win because I think that suits me better"". But it has now become apparent that team will not be Rangers.",https://www.bbc.com/sport/football/articles/cvgqgqd9z9yo,Sport,BBC,,https://ichef.bbci.co.uk/ace/branded_sport/1200/cpsprodpb/f36a/live/2fabb210-a6dd-11f0-b741-177e3e2c2fc7.jpg,2025-10-11T19:42:13.875000+00:00,2478d2e389eb0c2bd9a362ef4a138c85ff35ee6e
6808bebac505,Forest to consider Dyche if Postecoglou sacked,,"The 54-year-old Dyche has been out of work since leaving Everton in January. He was linked with the vacant manager's job at Rangers last week, but sources have told BBC Sport he is unlikely to be interested in that role. Forest, however, are likely to be of greater interest to Dyche, who lives in relatively close proximity to Nottingham and was a youth player at the club at the start of his career. Former City Ground favourites Ian Woan and Steve Stone have also been long-term members of Dyche's coaching staff during his managerial spells at Burnley and Everton. Forest will not be required to pay any compensation should they move for Dyche. Having already sacked Nuno this season and with Postecoglou's possible dismissal likely to have financial implications, that could be a factor in the club's choice of any replacement.",https://www.bbc.com/sport/football/articles/czdjdj1340qo,Sport,BBC,,https://ichef.bbci.co.uk/ace/branded_sport/1200/cpsprodpb/0f3d/live/38955f00-a6da-11f0-92db-77261a15b9d2.jpg,2025-10-11T20:05:18.834000+00:00,f455b7450b637c62fef6668694a52071d6800b9d
fdd09acd83ad,Hull KR beat Wigan in Grand Final for historic treble,,"Whereas the 2024 final was a tense and a low scoring affair, Hull KR flipped that script on its head with this year's war of attrition. Gone was the caginess of last year. And nerves? What nerves? This was a side made for the occasion, that knew they were on the cusp of greatness and took their opportunity. Yet it might not have been that way as they were off the pace in the opening stages, and were lucky not to fall behind when they failed to pick up French on the turnover prior to his score being chalked off. Other than that if they seemed unnerved by the occasion, knowing they were 80 minutes from a history-making treble, they did not seem to show it. Much had been said in the build-up to the game about Hull KR's recent and distant past - whether that is relegation in the Million Pound Game in 2016 or finishing bottom of Super League in 2020. Indeed, outside of some second-tier honours, you had to go back 40 years to the last time the Robins reigned supreme. Bolstered by the retiring Waerea-Hargreaves - who almost missed the game through suspension prior to KR's successful appeal this week - and Micky McIlorum, they soon carved open Wigan and never looked back. Robins talisman Lewis has gone from strength to strength in recent seasons but, much like his team, this feels like the moment in his career where he truly came alive. But this was a team performance. It was not won by individual moments of brilliance. It was a display befitting a treble-winning side and masterminded by an elite coach in Willie Peters. Hull KR have got better every season under Peters' tutelage and, on this evidence, it makes you wonder if they could be even more formidable in 2026.",https://www.bbc.com/sport/rugby-league/articles/cx2jw497jpzo,Sport,BBC,,https://ichef.bbci.co.uk/ace/branded_sport/1200/cpsprodpb/3207/live/ccb3d220-a6df-11f0-acf6-8f6b3e7c0d55.jpg,2025-10-11T18:58:19.094000+00:00,c425c7c35925d011d958275ebf6238e0f564ec7e
5a9896552b65,'England's world-class duo put rivals on notice',,"They might be underdogs, but they possess two of the world's best. England were not favourites going into this World Cup, but if captain Nat Sciver-Brunt was fully fit and firing, and if spinner Sophie Ecclestone could exploit turning pitches at her disposal, there was a nagging sense of 'what if?'. Both hopes have come to fruition after their three opening games, with England sitting top of the table unbeaten and, though there was a near-miss against Bangladesh, it has mostly been smooth sailing. Yes, the fixtures have been kind to Sciver-Brunt's side, but they are doing all that is in their control, which is to simply keep winning. Beat Pakistan on Wednesday, as they should, and they will be in a very promising position to seal a semi-final spot without having yet played favourites India or Australia. Regarding the latter of those two teams, England have scars after the 16-0 Ashes thumping at the beginning of the year, but under coach Charlotte Edwards they are beginning to heal. Sciver-Brunt is the quiet, composed captain who lets her cricket do the talking - exemplified by a sparkling 117 against Sri Lanka in Colombo on Saturday. Her ability to bowl again after injury has also completely rejuvenated the balance of the side. Her fifth World Cup century is a women's cricket record, celebrated by honouring her baby boy Theo in the crowd - testament to a life-changing year that has seen her become a mum and England captain in the space of a few months. Ecclestone, who took 4-17 in the Sri Lanka win, is the teenage prodigy who rapidly became world number one, still just 26 years old, but already fifth on the list of all-time wicket-takers in the women's game. A difficult Ashes for Ecclestone personally led her to consider quitting, but on the biggest stage she is shining again. ""To be able to hand the ball to her and bowl 10 overs straight without going for many runs and pick up four wickets, it is really special,"" said Sciver-Brunt. ""From the time she was 16 and came into the team, we knew we had something special on our hands. ""She has really grown in the last couple of months as well - I suppose we challenged her to really improve herself and to really make a mark on this team, so I am very pleased with her."" Though India and Australia pose the biggest tests, England's masterful duo have sent a clear message.",https://www.bbc.com/sport/cricket/articles/c4g9g03yd56o,Sport,BBC,,https://ichef.bbci.co.uk/ace/branded_sport/1200/cpsprodpb/5410/live/4e4532f0-a6d8-11f0-928c-71dbb8619e94.jpg,2025-10-11T19:42:17.696000+00:00,3f3ee383ec248a512c6ff02c08c3301ac915f5e1
2ec404cc7fd7,Sciver-Brunt and Ecclestone star as England go top,,"England remain unbeaten in the Women's World Cup after Nat Sciver-Brunt's sensational century and a remarkable spell of 4-17 from Sophie Ecclestone set up a crushing 89-run win over Sri Lanka in Colombo. Having put England in to bat, Sri Lanka were left to rue dropping Sciver-Brunt on three, as she punished them with a run-a-ball 117 in England's competitive 253-9. The game was delicately poised with England 179-6 after 40 overs, but the captain timed her acceleration to perfection with 49 runs coming from the last five. In reply, Sri Lanka's captain and key batter Chamari Athapaththu retired hurt early in their innings, but fellow opener Hasini Perera and Harshitha Samarawickrama led a promising recovery to 95-1. But the co-hosts' lack of batting depth cost them, despite Athapaththu's return to the crease before she fell for 15, and they finished 164 all out in the 46th over, Ecclestone's often-unplayable spell of turn and bounce doing the damage. England's third win in a row puts them top of the eight-team table, one point above defending champions Australia. Earlier, Sciver-Brunt played a lone hand as the rest of England's top order made promising starts but were unable to capitalise, with opener Tammy Beaumont's 32 the next-highest contribution. Amy Jones was run out for 11 and Beaumont was caught in the covers, before Sciver-Brunt and former captain Heather Knight consolidated with a patient stand of 60. Knight was caught sweeping for 29 and England suffered another middle-order wobble to spin, including the loss of Emma Lamb and Alice Capsey to Inoka Ranaweera in the 35th over. The discipline of Dean stabilised England again as she added 38 for the seventh wicket with Sciver-Brunt, which allowed the skipper to kick on at the death and ensure they had set a winning score. England will look to maintain their winning run against Pakistan, also in Colombo, on Wednesday.",https://www.bbc.com/sport/cricket/articles/c2dndx94824o,Sport,BBC,,https://ichef.bbci.co.uk/ace/branded_sport/1200/cpsprodpb/f662/live/ba01c5f0-a6c2-11f0-92db-77261a15b9d2.jpg,2025-10-11T16:53:34.311000+00:00,5b134c846b30c676192ec7c2781bd2b4a9cab863
402a6954469a,England go top of World Cup table with comfortable Sri Lanka win,,"There was an error

Nat Sciver-Brunt and Sophie Ecclestone put in standout performances as England seal a comfortable 89-run win over Sri Lanka to go top of the table in the ICC Women's World Cup.

MATCH REPORT: ICC Women's World Cup - England v Sri Lanka

Available to UK users only.",https://www.bbc.com/sport/cricket/videos/c1mxmz75j22o,Sport,BBC,,https://ichef.bbci.co.uk/ace/standard/1024/cpsprodpb/383a/live/d0408c10-a6c3-11f0-b741-177e3e2c2fc7.jpg,2025-10-11T17:29:14.209000+00:00,ef6bc37282576687e24c00c62f97bb1aca740dde
029e9f535964,Wilshere top choice to take Luton job,,"Former Arsenal midfielder Jack Wilshere is the number one choice of the Luton Town board to take over as manager at Kenilworth Road.

The 33-year-old has held talks with the Hatters and is in pole position to replace Matt Bloomfield who was dismissed earlier this week.

Leyton Orient boss Richie Wellens made it down to the final two but Wilshere is close to landing the job. A deal is yet to be finalised.

His last role was as interim coach at Norwich at the end of last season where he took over for the final two games following Johannes Hoff Thorup's sacking.

Wilshere was then overlooked for the permanent job, with the Canaries appointing Liam Manning, and was also linked to Plymouth Argyle before Tom Cleverley took charge.

Luton, who have suffered back-to-back relegations, have experienced a poor start to the 2025-26 campaign with five defeats from their opening 11 games to leave them 11th in League One.

Wilshere was under-18 coach at Arsenal before joining Norwich and was a contender for the Gunners' Under-21 role in the summer before withdrawing.

The former midfielder earned 34 caps for England and made 197 appearances for Arsenal, before spells at West Ham and Bournemouth.",https://www.bbc.com/sport/football/articles/c7010zxl44no,Sport,BBC,,https://ichef.bbci.co.uk/ace/branded_sport/1200/cpsprodpb/d404/live/a169f040-a6a3-11f0-a409-e197032d359e.jpg,2025-10-11T15:08:12.097000+00:00,bdba3d27bd9011becd31ecc07ec4a31c10de5247
226cc9f4258b,Five-try Bath dominate Gloucester to top Prem,,"The Prem

Bath (28) 38

Tries: De Glanville, Dunn, Lawrence, Richards (2) Cons: Russell (5) Pens: Russell

Gloucester (7) 17

Tries: Joseph, Thorley, Loader Cons: Byrne

Bath moved to the top of the Prem table with a dominant win over West Country rivals Gloucester at the Recreation Ground.

The home side called upon British and Irish Lions Finn Russell and Will Stuart for the first time this season, with talismanic fly-half Russell playing a key role in Tom de Glanville's early try.

Further first half-scores followed for Tom Dunn, Ollie Lawrence and Ewan Richards before Will Joseph finally got the visitors on the board.

Ben Loader scored to give Gloucester hope early in the second half following excellent work from Joseph before Richards added his second to snuff out any chance of a comeback.

Both teams came into the match with injury worries, with Gloucester particularly badly affected as 14 players including Jack Singleton, Lewis Ludlow and Arthur Clark remained unavailable.

Bath took advantage of that lost experience early on, De Glanville scoring the game's opening try.

Russell's tackle in midfield dislodged the ball, allowing Lawrence to kick ahead. Henry Arundell then outpaced two Gloucester defenders to the ball and offloaded to De Glanville who picked his spot to dot down.

Bath's second duly followed, with Dunn the beneficiary of a rolling maul in the Gloucester 22 which slowly but surely crept towards the Gloucester line.

The home team scented blood and scored their third soon afterwards.

Arundell eluded a tackler in midfield, kicked ahead and then regathered before offloading to Tom Carr-Smith.

The scrum-half failed to make the line, but Bath recycled and with the Gloucester defence still reeling, Lawrence snuck through to increase Bath's lead.

A fourth try appeared inevitable and when it came it was irresistible and had Russell's fingerprints all over it.

Following a Gloucester infringement, the fly-half instantly kicked ahead. Ross Byrne was unable to gather and Richards kicked through before regathering to slide over the line.

Gloucester restored a measure of pride through Joseph's inspired solo score as half-time beckoned, but it had been a chastening 40 minutes for the Cherry and Whites.

In a moment of madness, Russell kicked the ball while lying in the ruck following the restart and was yellow-carded, but Gloucester were unable to immediately capitalise, losing the ball at the following lineout.

With Bath's new attack coach, Martin Gleeson , watching on, the home side rang the changes but the new additions were unable to prevent a second Gloucester try.

For a simple set-piece move, a miss-pass found Ollie Thorley on the outside to stride over with Bath's 14 men overstretched.

A comeback looked like it might be on the cards when Loader scored in the corner following a burst from the electric Joseph, but further reinforcements including ex-Cherry and Whites Santi Carreras and Chris Harris turned the tide back in Bath's favour.

First, Russell settled the nerves with a short-range penalty before the hugely impressive Richards strode through following a break from Miles Reid as the Gloucester defence fragmented.

Bath thought they had a sixth try through Joe Cokanasiga, which was ruled out for an earlier knock on, but Gloucester suffered a greater blow when Seb Atkinson was forced off late on to add to George Skivington's already lengthy injury list.

The result leaves Gloucester in eighth, two points ahead of bottom-placed Newcastle Red Bulls.

Bath head coach Johann van Graan told BBC Radio Bristol:

""We're very happy with that, I thought our first 20 minutes were excellent. We were clinical, we kept on turning them around, we had control, we scored some fantastic tries.

""We were really positive tonight, unfortunate about the try just before half-time. The yellow card put us under pressure, but I thought our impact [players] at the end of the game did really well and we controlled the game for the 80 minutes.""

Bath second-row Ewan Richards spoke to BBC Radio Bristol:

""I had to fill some big boots, [with] Quinn Roux missing, Charlie Ewels and Ted Hill also. I took my chance, I love being out here with the boys, it's special when it's at home and a derby day.""

On scoring his second try, Richards said:

""I wasn't really expecting it, but I just ran hard, luckily the ball bounced, I kicked it through and I got on the end of it. It was Finn who did the hard work and me just running through the line.""

Gloucester head coach George Skivington told BBC Radio Gloucestershire:

""It was a tough first half, they had all of the pressure, all the momentum, we were camped in our own 22.

""We had a good chat at half-time and for that first 20 minutes of the second half the boys really changed the momentum of the game and put a lot of pressure on Bath.

""We had some opportunities to get that fourth try but we weren't quite accurate enough, and at the end Bath had a flurry.

""Ultimately there are areas where we're just not accurate enough at the moment. We're not going to pretend that we're fizzing yet, we're not.

""There are moments and I think some of the players like Will Joseph are starting to find their feet now and combinations.""

Bath: De Glanville; Cokanasiga, Lawrence, Ojomoh, Arundell; Russell (c), Carr-Smith; Obano, Dunn, Stuart, Richards, Molony, Pepper, Underhill, Bayliss.

Replacements: Tuipulotu, van Wyk, du Toit, Reid, Barbeary, le Roux, Carreras, Harris.

Yellow card: Russell.

Gloucester: C. Atkinson; Loader, Joseph, S. Atkinson, Thorley; Byrne, Williams (c); Knight, Blake, Laulala, Jordan, Alemanno, Thomas, Venter, Basham.

Replacements: Innard, McArthur, Fasogbon, Bokenham, Mann, Taylor, Englefield, Edwards-Giraud.

Referee: Karl Dickson",https://www.bbc.com/sport/rugby-union/articles/crme9e7jy98o,Sport,BBC,,https://ichef.bbci.co.uk/ace/branded_sport/1200/cpsprodpb/68ce/live/844c3e50-a6c6-11f0-bf22-9df87c17cee5.jpg,2025-10-11T18:44:42.500000+00:00,58fccf5360e57361d7517c8492e25f33d741196a
0d53d5a35706,How McTominay became a 'brother of Naples',,"This video can not be played

Scotland midfielder Scott McTominay reflects on a brilliant first season at Napoli and says he wants to keep giving his ""absolute best"" following a Serie A title, player of the year award, and finishing in the top 20 for the Ballon d'Or.

LISTEN: Scott McTominay: Our Brother of Naples, part of the Football Daily feed on BBC Sounds

READ MORE: How McTominay became a Ballon d'Or nominee",https://www.bbc.com/sport/football/videos/c07vl4dprego,Sport,BBC,,https://ichef.bbci.co.uk/ace/standard/1024/cpsprodpb/8e18/live/fdf7abe0-a527-11f0-b741-177e3e2c2fc7.jpg,2025-10-11T05:17:08.870000+00:00,592843ef38590e023406fc49916d97ec139f6c0a
e9faf65cc070,Sciver-Brunt hits superb 117 to reach fifth World Cup century,,"There was an error

England captain Nat Sciver-Brunt reaches her fifth Women's World Cup century with a knock of 117 during their match against Sri Lanka in Colombo.

FOLLOW LIVE: ICC Women's Cricket World Cup - England v Sri Lanka

Available to UK users only.",https://www.bbc.com/sport/cricket/videos/c5yqy4zgr0do,Sport,BBC,,https://ichef.bbci.co.uk/ace/standard/1024/cpsprodpb/4910/live/23a86380-a6a8-11f0-92db-77261a15b9d2.jpg,2025-10-11T12:03:29.853000+00:00,b491c666fd44c412b0ca994ef8568521834a4852
